,,Header,MultiTrack,128
0,0,Sequence/Track Name,"bass!.ogg"
0,0,Set Tempo,428571
0,320,Note On,0,60,64
0,352,Note Off,0,60,64
0,544,Note On,0,60,64
0,576,Note Off,0,60,64
0,768,Note On,0,60,64
0,800,Note Off,0,60,64
0,992,Note On,0,60,64
0,1024,Note Off,0,60,64
0,1120,Note On,0,60,64
0,1152,Note Off,0,60,64
0,1216,Note On,0,60,64
0,1248,Note Off,0,60,64
0,1472,Note On,0,60,64
0,1504,Note Off,0,60,64
0,1696,Note On,0,60,64
0,1728,Note Off,0,60,64
0,1792,Note On,0,60,64
0,1824,Note Off,0,60,64
0,1920,Note On,0,60,64
0,1952,Note Off,0,60,64
0,1952,Note On,0,60,64
0,1984,Note Off,0,60,64
0,2112,Note On,0,60,64
0,2144,Note Off,0,60,64
0,2368,Note On,0,60,64
0,2432,Note Off,0,60,64
0,2624,Note On,0,60,64
0,2656,Note Off,0,60,64
0,2880,Note On,0,60,64
0,2912,Note Off,0,60,64
0,3008,Note On,0,60,64
0,3040,Note Off,0,60,64
0,3136,Note On,0,60,64
0,3168,Note Off,0,60,64
0,3360,Note On,0,60,64
0,3392,Note Off,0,60,64
0,3584,Note On,0,60,64
0,3616,Note Off,0,60,64
0,3808,Note On,0,60,64
0,3840,Note Off,0,60,64
0,4032,Note On,0,60,64
0,4064,Note Off,0,60,64
0,4288,Note On,0,60,64
0,4320,Note Off,0,60,64
0,4544,Note On,0,60,64
0,4576,Note Off,0,60,64
0,4800,Note On,0,60,64
0,4832,Note Off,0,60,64
0,4896,Note On,0,60,64
0,4928,Note Off,0,60,64
0,5056,Note On,0,60,64
0,5088,Note Off,0,60,64
0,5280,Note On,0,60,64
0,5312,Note Off,0,60,64
0,5504,Note On,0,60,64
0,5536,Note Off,0,60,64
0,5600,Note On,0,60,64
0,5632,Note Off,0,60,64
0,5696,Note On,0,60,64
0,5728,Note Off,0,60,64
0,5760,Note On,0,60,64
0,5792,Note Off,0,60,64
0,5952,Note On,0,60,64
0,5984,Note Off,0,60,64
0,6208,Note On,0,60,64
0,6240,Note Off,0,60,64
0,6464,Note On,0,60,64
0,6496,Note Off,0,60,64
0,6720,Note On,0,60,64
0,6752,Note Off,0,60,64
0,6816,Note On,0,60,64
0,6848,Note Off,0,60,64
0,6944,Note On,0,60,64
0,6976,Note Off,0,60,64
0,7200,Note On,0,60,64
0,7232,Note Off,0,60,64
0,7424,Note On,0,60,64
0,7456,Note Off,0,60,64
0,7488,Note On,0,60,64
0,7520,Note Off,0,60,64
0,7648,Note On,0,60,64
0,7680,Note Off,0,60,64
0,7680,Note On,0,60,64
0,7712,Note Off,0,60,64
0,7840,Note On,0,60,64
0,7872,Note Off,0,60,64
0,8064,Note On,0,60,64
0,8096,Note Off,0,60,64
0,8096,Note On,0,60,64
0,8128,Note Off,0,60,64
0,8352,Note On,0,60,64
0,8416,Note Off,0,60,64
0,8640,Note On,0,60,64
0,8672,Note Off,0,60,64
0,8672,Note On,0,60,64
0,8704,Note Off,0,60,64
0,8832,Note On,0,62,64
0,8896,Note Off,0,62,64
0,9024,Note On,0,62,64
0,9056,Note Off,0,62,64
0,9216,Note On,0,62,64
0,9280,Note Off,0,62,64
0,9440,Note On,0,62,64
0,9472,Note Off,0,62,64
0,9536,Note On,0,62,64
0,9600,Note Off,0,62,64
0,9728,Note On,0,62,64
0,9760,Note Off,0,62,64
0,10048,Note On,0,62,64
0,10080,Note Off,0,62,64
0,10304,Note On,0,62,64
0,10336,Note Off,0,62,64
0,10528,Note On,0,62,64
0,10560,Note Off,0,62,64
0,10816,Note On,0,62,64
0,10848,Note Off,0,62,64
0,11040,Note On,0,62,64
0,11072,Note Off,0,62,64
0,11296,Note On,0,62,64
0,11328,Note Off,0,62,64
0,11520,Note On,0,62,64
0,11552,Note Off,0,62,64
0,11744,Note On,0,62,64
0,11776,Note Off,0,62,64
0,11968,Note On,0,62,64
0,12000,Note Off,0,62,64
0,12224,Note On,0,62,64
0,12256,Note Off,0,62,64
0,12320,Note On,0,62,64
0,12352,Note Off,0,62,64
0,12448,Note On,0,62,64
0,12480,Note Off,0,62,64
0,12736,Note On,0,62,64
0,12768,Note Off,0,62,64
0,12960,Note On,0,62,64
0,12992,Note Off,0,62,64
0,13216,Note On,0,62,64
0,13248,Note Off,0,62,64
0,13440,Note On,0,62,64
0,13472,Note Off,0,62,64
0,13664,Note On,0,62,64
0,13696,Note Off,0,62,64
0,13888,Note On,0,60,64
0,13920,Note Off,0,60,64
0,14144,Note On,0,60,64
0,14176,Note Off,0,60,64
0,14368,Note On,0,60,64
0,14400,Note Off,0,60,64
0,14464,Note On,0,60,64
0,14496,Note Off,0,60,64
0,14592,Note On,0,60,64
0,14624,Note Off,0,60,64
0,14720,Note On,0,60,64
0,14752,Note Off,0,60,64
0,14880,Note On,0,60,64
0,14912,Note Off,0,60,64
0,14944,Note On,0,60,64
0,14976,Note Off,0,60,64
0,15072,Note On,0,60,64
0,15104,Note Off,0,60,64
0,15168,Note On,0,60,64
0,15200,Note Off,0,60,64
0,15232,Note On,0,60,64
0,15264,Note Off,0,60,64
0,15296,Note On,0,60,64
0,15328,Note Off,0,60,64
0,15456,Note On,0,60,64
0,15488,Note Off,0,60,64
0,15584,Note On,0,60,64
0,15616,Note Off,0,60,64
0,15776,Note On,0,60,64
0,15808,Note Off,0,60,64
0,16032,Note On,0,60,64
0,16064,Note Off,0,60,64
0,16256,Note On,0,60,64
0,16288,Note Off,0,60,64
0,16352,Note On,0,60,64
0,16384,Note Off,0,60,64
0,16480,Note On,0,60,64
0,16544,Note Off,0,60,64
0,16736,Note On,0,60,64
0,16768,Note Off,0,60,64
0,16832,Note On,0,60,64
0,16864,Note Off,0,60,64
0,16960,Note On,0,60,64
0,16992,Note Off,0,60,64
0,17088,Note On,0,60,64
0,17120,Note Off,0,60,64
0,17152,Note On,0,60,64
0,17184,Note Off,0,60,64
0,17216,Note On,0,60,64
0,17248,Note Off,0,60,64
1,0,Sequence/Track Name,"Kicker"
1,0,Set Tempo,428571
2,0,Sequence/Track Name,"buzz!.ogg"
2,0,Set Tempo,428571
3,0,Sequence/Track Name,"buzz!.ogg"
3,0,Set Tempo,428571
4,0,Sequence/Track Name,"buzz!.ogg"
4,0,Set Tempo,428571
